,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
0,E0,09/08/97,Barnsley,West Ham,1,2,A,1,0,H,,,,,,,,,,,,S_1997_1998
1,E0,09/08/97,Blackburn,Derby,1,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
2,E0,09/08/97,Coventry,Chelsea,3,2,H,1,1,D,,,,,,,,,,,,S_1997_1998
3,E0,09/08/97,Everton,Crystal Palace,1,2,A,0,1,A,,,,,,,,,,,,S_1997_1998
4,E0,09/08/97,Leeds,Arsenal,1,1,D,1,1,D,,,,,,,,,,,,S_1997_1998
5,E0,09/08/97,Leicester,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
6,E0,09/08/97,Newcastle,Sheffield Weds,2,1,H,1,1,D,,,,,,,,,,,,S_1997_1998
7,E0,09/08/97,Southampton,Bolton,0,1,A,0,1,A,,,,,,,,,,,,S_1997_1998
8,E0,09/08/97,Wimbledon,Liverpool,1,1,D,0,0,D,,,,,,,,,,,,S_1997_1998
9,E0,10/08/97,Tottenham,Man United,0,2,A,0,0,D,,,,,,,,,,,,S_1997_1998
10,E0,11/08/97,Arsenal,Coventry,2,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
11,E0,12/08/97,Crystal Palace,Barnsley,0,1,A,0,0,D,,,,,,,,,,,,S_1997_1998
12,E0,13/08/97,Aston Villa,Blackburn,0,4,A,0,3,A,,,,,,,,,,,,S_1997_1998
13,E0,13/08/97,Liverpool,Leicester,1,2,A,0,1,A,,,,,,,,,,,,S_1997_1998
14,E0,13/08/97,Man United,Southampton,1,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
15,E0,13/08/97,Sheffield Weds,Leeds,1,3,A,0,2,A,,,,,,,,,,,,S_1997_1998
16,E0,13/08/97,West Ham,Tottenham,2,1,H,1,0,H,,,,,,,,,,,,S_1997_1998
17,E0,23/08/97,Blackburn,Liverpool,1,1,D,0,0,D,,,,,,,,,,,,S_1997_1998
18,E0,23/08/97,Coventry,Bolton,2,2,D,2,0,H,,,,,,,,,,,,S_1997_1998
19,E0,23/08/97,Everton,West Ham,2,1,H,0,1,A,,,,,,,,,,,,S_1997_1998
20,E0,23/08/97,Leeds,Crystal Palace,0,2,A,0,1,A,,,,,,,,,,,,S_1997_1998
21,E0,23/08/97,Leicester,Man United,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
22,E0,23/08/97,Newcastle,Aston Villa,1,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
23,E0,23/08/97,Southampton,Arsenal,1,3,A,1,1,D,,,,,,,,,,,,S_1997_1998
24,E0,23/08/97,Tottenham,Derby,1,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
25,E0,23/08/97,Wimbledon,Sheffield Weds,1,1,D,1,0,H,,,,,,,,,,,,S_1997_1998
26,E0,24/08/97,Barnsley,Chelsea,0,6,A,0,3,A,,,,,,,,,,,,S_1997_1998
27,E0,25/08/97,Blackburn,Sheffield Weds,7,2,H,5,1,H,,,,,,,,,,,,S_1997_1998
28,E0,26/08/97,Leeds,Liverpool,0,2,A,0,1,A,,,,,,,,,,,,S_1997_1998
29,E0,27/08/97,Barnsley,Bolton,2,1,H,1,1,D,,,,,,,,,,,,S_1997_1998
30,E0,27/08/97,Coventry,West Ham,1,1,D,1,0,H,,,,,,,,,,,,S_1997_1998
31,E0,27/08/97,Everton,Man United,0,2,A,0,1,A,,,,,,,,,,,,S_1997_1998
32,E0,27/08/97,Leicester,Arsenal,3,3,D,0,1,A,,,,,,,,,,,,S_1997_1998
33,E0,27/08/97,Southampton,Crystal Palace,1,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
34,E0,27/08/97,Tottenham,Aston Villa,3,2,H,1,1,D,,,,,,,,,,,,S_1997_1998
35,E0,27/08/97,Wimbledon,Chelsea,0,2,A,0,0,D,,,,,,,,,,,,S_1997_1998
36,E0,30/08/97,Arsenal,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
37,E0,30/08/97,Aston Villa,Leeds,1,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
38,E0,30/08/97,Chelsea,Southampton,4,2,H,4,1,H,,,,,,,,,,,,S_1997_1998
39,E0,30/08/97,Crystal Palace,Blackburn,1,2,A,0,2,A,,,,,,,,,,,,S_1997_1998
40,E0,30/08/97,Derby,Barnsley,1,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
41,E0,30/08/97,Man United,Coventry,3,0,H,1,0,H,,,,,,,,,,,,S_1997_1998
42,E0,30/08/97,Sheffield Weds,Leicester,1,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
43,E0,30/08/97,West Ham,Wimbledon,3,1,H,0,0,D,,,,,,,,,,,,S_1997_1998
44,E0,01/09/97,Bolton,Everton,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
45,E0,13/09/97,Arsenal,Bolton,4,1,H,3,1,H,,,,,,,,,,,,S_1997_1998
46,E0,13/09/97,Barnsley,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,,S_1997_1998
47,E0,13/09/97,Coventry,Southampton,1,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
48,E0,13/09/97,Crystal Palace,Chelsea,0,3,A,0,2,A,,,,,,,,,,,,S_1997_1998
49,E0,13/09/97,Derby,Everton,3,1,H,2,1,H,,,,,,,,,,,,S_1997_1998
50,E0,13/09/97,Leicester,Tottenham,3,0,H,0,0,D,,,,,,,,,,,,S_1997_1998
51,E0,13/09/97,Liverpool,Sheffield Weds,2,1,H,0,0,D,,,,,,,,,,,,S_1997_1998
52,E0,13/09/97,Man United,West Ham,2,1,H,1,1,D,,,,,,,,,,,,S_1997_1998
53,E0,13/09/97,Newcastle,Wimbledon,1,3,A,1,1,D,,,,,,,,,,,,S_1997_1998
54,E0,14/09/97,Blackburn,Leeds,3,4,A,3,4,A,,,,,,,,,,,,S_1997_1998
55,E0,20/09/97,Aston Villa,Derby,2,1,H,0,1,A,,,,,,,,,,,,S_1997_1998
56,E0,20/09/97,Bolton,Man United,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
57,E0,20/09/97,Everton,Barnsley,4,2,H,2,1,H,,,,,,,,,,,,S_1997_1998
58,E0,20/09/97,Leeds,Leicester,0,1,A,0,1,A,,,,,,,,,,,,S_1997_1998
59,E0,20/09/97,Sheffield Weds,Coventry,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
60,E0,20/09/97,Southampton,Liverpool,1,1,D,0,1,A,,,,,,,,,,,,S_1997_1998
61,E0,20/09/97,Tottenham,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,S_1997_1998
62,E0,20/09/97,West Ham,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,S_1997_1998
