,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Time,season,Attendance
429,429,E0,02/05/95,Wimbledon,Liverpool,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
430,430,E0,03/05/95,Aston Villa,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
431,431,E0,03/05/95,Everton,Chelsea,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
432,432,E0,03/05/95,Newcastle,Tottenham,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
433,433,E0,03/05/95,Southampton,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
434,434,E0,03/05/95,West Ham,QPR,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
435,435,E0,04/05/95,Arsenal,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
436,436,E0,06/05/95,Aston Villa,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
437,437,E0,06/05/95,Crystal Palace,West Ham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
438,438,E0,06/05/95,Everton,Southampton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
439,439,E0,06/05/95,Ipswich,Coventry,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
440,440,E0,06/05/95,Leeds,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
441,441,E0,06/05/95,Leicester,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
442,442,E0,06/05/95,Nott'm Forest,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
443,443,E0,06/05/95,QPR,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
444,444,E0,07/05/95,Man United,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
445,445,E0,08/05/95,Blackburn,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
446,446,E0,09/05/95,Ipswich,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
447,447,E0,09/05/95,Leeds,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
448,448,E0,09/05/95,Tottenham,Coventry,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
449,449,E0,10/05/95,Man United,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
450,450,E0,10/05/95,West Ham,Liverpool,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
451,451,E0,13/05/95,Wimbledon,Nott'm Forest,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
452,452,E0,14/05/95,Chelsea,Arsenal,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
453,453,E0,14/05/95,Coventry,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
454,454,E0,14/05/95,Liverpool,Blackburn,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
455,455,E0,14/05/95,Man City,QPR,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
456,456,E0,14/05/95,Newcastle,Crystal Palace,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
457,457,E0,14/05/95,Norwich,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
458,458,E0,14/05/95,Sheffield Weds,Ipswich,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
459,459,E0,14/05/95,Southampton,Leicester,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
460,460,E0,14/05/95,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
461,461,E0,14/05/95,West Ham,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995,
