,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Time,season,Attendance
73,73,E0,11/09/93,Southampton,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
74,74,E0,11/09/93,West Ham,Swindon,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
75,75,E0,12/09/93,Liverpool,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
76,76,E0,13/09/93,Newcastle,Sheffield Weds,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
77,77,E0,18/09/93,Blackburn,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
78,78,E0,18/09/93,Coventry,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
79,79,E0,18/09/93,Everton,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
80,80,E0,18/09/93,Ipswich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
81,81,E0,18/09/93,Leeds,Sheffield United,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
82,82,E0,18/09/93,QPR,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
83,83,E0,18/09/93,Sheffield Weds,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
84,84,E0,18/09/93,Swindon,Newcastle,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
85,85,E0,18/09/93,Tottenham,Oldham,5,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
86,86,E0,19/09/93,Man United,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
87,87,E0,20/09/93,Wimbledon,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
88,88,E0,25/09/93,Arsenal,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
89,89,E0,25/09/93,Blackburn,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
90,90,E0,25/09/93,Chelsea,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
91,91,E0,25/09/93,Coventry,Leeds,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
92,92,E0,25/09/93,Everton,Norwich,1,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
93,93,E0,25/09/93,Man United,Swindon,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
94,94,E0,25/09/93,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
95,95,E0,25/09/93,Oldham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
96,96,E0,25/09/93,Sheffield United,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
97,97,E0,26/09/93,Ipswich,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
98,98,E0,27/09/93,Wimbledon,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
99,99,E0,02/10/93,Aston Villa,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
100,100,E0,02/10/93,Leeds,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
101,101,E0,02/10/93,Liverpool,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
102,102,E0,02/10/93,Norwich,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
103,103,E0,02/10/93,QPR,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
104,104,E0,02/10/93,Sheffield Weds,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
105,105,E0,02/10/93,Southampton,Sheffield United,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
106,106,E0,02/10/93,Swindon,Blackburn,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
107,107,E0,02/10/93,West Ham,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
108,108,E0,03/10/93,Tottenham,Everton,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
109,109,E0,04/10/93,Man City,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
110,110,E0,16/10/93,Arsenal,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
111,111,E0,16/10/93,Chelsea,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
112,112,E0,16/10/93,Coventry,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
113,113,E0,16/10/93,Liverpool,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
114,114,E0,16/10/93,Man United,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
115,115,E0,16/10/93,Newcastle,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
116,116,E0,16/10/93,Sheffield Weds,Wimbledon,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
117,117,E0,16/10/93,Swindon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
118,118,E0,16/10/93,West Ham,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
119,119,E0,17/10/93,Ipswich,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
120,120,E0,18/10/93,Blackburn,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
121,121,E0,23/10/93,Aston Villa,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
122,122,E0,23/10/93,Everton,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
123,123,E0,23/10/93,Leeds,Blackburn,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
124,124,E0,23/10/93,Man City,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
125,125,E0,23/10/93,Norwich,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
126,126,E0,23/10/93,Oldham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
127,127,E0,23/10/93,QPR,Coventry,5,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
128,128,E0,23/10/93,Sheffield United,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
129,129,E0,23/10/93,Tottenham,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
130,130,E0,24/10/93,Southampton,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
131,131,E0,25/10/93,Wimbledon,Ipswich,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
132,132,E0,30/10/93,Arsenal,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
133,133,E0,30/10/93,Blackburn,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
134,134,E0,30/10/93,Chelsea,Oldham,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
135,135,E0,30/10/93,Ipswich,Everton,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
136,136,E0,30/10/93,Liverpool,Southampton,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
137,137,E0,30/10/93,Man United,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
138,138,E0,30/10/93,Newcastle,Wimbledon,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
139,139,E0,30/10/93,Sheffield Weds,Leeds,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
140,140,E0,30/10/93,Swindon,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
141,141,E0,31/10/93,Coventry,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
142,142,E0,01/11/93,West Ham,Man City,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
143,143,E0,06/11/93,Arsenal,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
144,144,E0,06/11/93,Coventry,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
145,145,E0,06/11/93,Ipswich,Sheffield Weds,1,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
146,146,E0,06/11/93,Leeds,Chelsea,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
147,147,E0,06/11/93,Liverpool,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
148,148,E0,06/11/93,QPR,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
149,149,E0,06/11/93,Sheffield United,Norwich,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
150,150,E0,06/11/93,Southampton,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
151,151,E0,06/11/93,Wimbledon,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
152,152,E0,07/11/93,Man City,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
153,153,E0,08/11/93,Oldham,Newcastle,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
154,154,E0,20/11/93,Aston Villa,Sheffield United,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
155,155,E0,20/11/93,Blackburn,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
156,156,E0,20/11/93,Chelsea,Arsenal,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
157,157,E0,20/11/93,Everton,QPR,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
158,158,E0,20/11/93,Man United,Wimbledon,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
159,159,E0,20/11/93,Norwich,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
160,160,E0,20/11/93,Sheffield Weds,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
161,161,E0,20/11/93,Swindon,Ipswich,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
162,162,E0,20/11/93,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
163,163,E0,20/11/93,West Ham,Oldham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
164,164,E0,21/11/93,Newcastle,Liverpool,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
165,165,E0,22/11/93,Chelsea,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
166,166,E0,23/11/93,Blackburn,Coventry,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
167,167,E0,23/11/93,Everton,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
168,168,E0,24/11/93,Aston Villa,Southampton,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
169,169,E0,24/11/93,Man United,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
170,170,E0,24/11/93,Newcastle,Sheffield United,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
171,171,E0,24/11/93,Sheffield Weds,Oldham,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
172,172,E0,24/11/93,Swindon,QPR,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
173,173,E0,24/11/93,Tottenham,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
174,174,E0,24/11/93,West Ham,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
175,175,E0,27/11/93,Arsenal,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
176,176,E0,27/11/93,Coventry,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
177,177,E0,27/11/93,Ipswich,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
178,178,E0,27/11/93,Leeds,Swindon,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
179,179,E0,27/11/93,Man City,Sheffield Weds,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
180,180,E0,27/11/93,Oldham,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
181,181,E0,27/11/93,QPR,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
182,182,E0,27/11/93,Sheffield United,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
183,183,E0,27/11/93,Wimbledon,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
184,184,E0,28/11/93,Liverpool,Aston Villa,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
185,185,E0,29/11/93,Southampton,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
186,186,E0,04/12/93,Coventry,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
187,187,E0,04/12/93,Everton,Southampton,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
188,188,E0,04/12/93,Ipswich,Oldham,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
189,189,E0,04/12/93,Leeds,Man City,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
190,190,E0,04/12/93,Man United,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
191,191,E0,04/12/93,QPR,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
192,192,E0,04/12/93,Sheffield Weds,Liverpool,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
193,193,E0,04/12/93,Swindon,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
194,194,E0,04/12/93,Tottenham,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
195,195,E0,04/12/93,Wimbledon,West Ham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
196,196,E0,05/12/93,Blackburn,Chelsea,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
197,197,E0,06/12/93,Arsenal,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
198,198,E0,07/12/93,Oldham,Swindon,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
199,199,E0,07/12/93,Sheffield United,Man United,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
200,200,E0,08/12/93,Aston Villa,Sheffield Weds,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
201,201,E0,08/12/93,Liverpool,QPR,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
202,202,E0,08/12/93,Man City,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
203,203,E0,08/12/93,Southampton,Ipswich,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
204,204,E0,08/12/93,West Ham,Leeds,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
205,205,E0,11/12/93,Aston Villa,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
206,206,E0,11/12/93,Chelsea,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
207,207,E0,11/12/93,Liverpool,Swindon,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
208,208,E0,11/12/93,Man City,Tottenham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
209,209,E0,11/12/93,Newcastle,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
210,210,E0,11/12/93,Oldham,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
211,211,E0,11/12/93,Sheffield United,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
212,212,E0,11/12/93,Southampton,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
213,213,E0,11/12/93,West Ham,Coventry,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
214,214,E0,12/12/93,Arsenal,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
215,215,E0,13/12/93,Norwich,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
216,216,E0,18/12/93,Blackburn,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
217,217,E0,18/12/93,Coventry,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
218,218,E0,18/12/93,Everton,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
219,219,E0,18/12/93,Ipswich,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
220,220,E0,18/12/93,Leeds,Arsenal,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
221,221,E0,18/12/93,Sheffield Weds,West Ham,5,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
222,222,E0,18/12/93,Swindon,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
223,223,E0,18/12/93,Tottenham,Liverpool,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
