,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
