,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
210,D1,05/03/94,Freiburg,Ein Frankfurt,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
211,D1,05/03/94,Karlsruhe,Nurnberg,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
212,D1,05/03/94,Leipzig,Dortmund,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
213,D1,05/03/94,Leverkusen,M'Gladbach,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
214,D1,05/03/94,Schalke 04,Kaiserslautern,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
215,D1,05/03/94,Stuttgart,Hamburg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
216,D1,12/03/94,Dortmund,Duisburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
217,D1,12/03/94,Ein Frankfurt,Leverkusen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
218,D1,12/03/94,FC Koln,Stuttgart,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
219,D1,12/03/94,Hamburg,Leipzig,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
220,D1,12/03/94,Kaiserslautern,Freiburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
221,D1,12/03/94,M'Gladbach,Dresden,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
222,D1,12/03/94,Nurnberg,Schalke 04,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
223,D1,12/03/94,Wattenscheid,Bayern Munich,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
224,D1,12/03/94,Werder Bremen,Karlsruhe,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
225,D1,19/03/94,Bayern Munich,Dortmund,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
226,D1,19/03/94,Dresden,Ein Frankfurt,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
227,D1,19/03/94,Duisburg,Hamburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
228,D1,19/03/94,Freiburg,Nurnberg,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
229,D1,19/03/94,Leipzig,FC Koln,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
230,D1,19/03/94,Leverkusen,Kaiserslautern,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
231,D1,19/03/94,Schalke 04,Karlsruhe,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
232,D1,19/03/94,Stuttgart,M'Gladbach,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
233,D1,19/03/94,Wattenscheid,Werder Bremen,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
234,D1,26/03/94,Dortmund,Wattenscheid,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
235,D1,26/03/94,Ein Frankfurt,Stuttgart,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
236,D1,26/03/94,FC Koln,Duisburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
237,D1,26/03/94,Hamburg,Bayern Munich,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
238,D1,26/03/94,Kaiserslautern,Dresden,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
239,D1,26/03/94,Karlsruhe,Freiburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
240,D1,26/03/94,M'Gladbach,Leipzig,6.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
241,D1,26/03/94,Nurnberg,Leverkusen,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
242,D1,26/03/94,Werder Bremen,Schalke 04,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
243,D1,02/04/94,Bayern Munich,FC Koln,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
244,D1,02/04/94,Dortmund,Werder Bremen,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
245,D1,02/04/94,Dresden,Nurnberg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
246,D1,02/04/94,Duisburg,M'Gladbach,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
247,D1,02/04/94,Freiburg,Schalke 04,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
248,D1,02/04/94,Leipzig,Ein Frankfurt,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
249,D1,02/04/94,Leverkusen,Karlsruhe,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
250,D1,02/04/94,Stuttgart,Kaiserslautern,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
251,D1,02/04/94,Wattenscheid,Hamburg,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
252,D1,03/04/94,Bayern Munich,Nurnberg,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
253,D1,06/04/94,Ein Frankfurt,Duisburg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
254,D1,06/04/94,FC Koln,Wattenscheid,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
255,D1,06/04/94,Hamburg,Dortmund,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
256,D1,06/04/94,Kaiserslautern,Leipzig,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
257,D1,06/04/94,Karlsruhe,Dresden,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
258,D1,06/04/94,M'Gladbach,Bayern Munich,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
259,D1,06/04/94,Nurnberg,Stuttgart,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
260,D1,06/04/94,Schalke 04,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
261,D1,06/04/94,Werder Bremen,Freiburg,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
262,D1,09/04/94,Bayern Munich,Ein Frankfurt,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
263,D1,09/04/94,Dortmund,FC Koln,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
264,D1,09/04/94,Dresden,Schalke 04,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
265,D1,09/04/94,Duisburg,Kaiserslautern,1.0,7.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
266,D1,09/04/94,Hamburg,Werder Bremen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
267,D1,09/04/94,Leipzig,Nurnberg,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
268,D1,09/04/94,Leverkusen,Freiburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
269,D1,09/04/94,Stuttgart,Karlsruhe,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
270,D1,09/04/94,Wattenscheid,M'Gladbach,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
271,D1,16/04/94,Ein Frankfurt,Wattenscheid,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
272,D1,16/04/94,FC Koln,Hamburg,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
273,D1,16/04/94,Freiburg,Dresden,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
274,D1,16/04/94,Kaiserslautern,Bayern Munich,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
275,D1,16/04/94,Karlsruhe,Leipzig,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
276,D1,16/04/94,M'Gladbach,Dortmund,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
277,D1,16/04/94,Nurnberg,Duisburg,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
278,D1,16/04/94,Schalke 04,Stuttgart,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
279,D1,16/04/94,Werder Bremen,Leverkusen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
280,D1,23/04/94,Dortmund,Ein Frankfurt,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
281,D1,23/04/94,Duisburg,Karlsruhe,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
282,D1,23/04/94,Hamburg,M'Gladbach,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
283,D1,23/04/94,Leipzig,Schalke 04,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
284,D1,23/04/94,Leverkusen,Dresden,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
285,D1,23/04/94,Stuttgart,Freiburg,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
286,D1,23/04/94,Wattenscheid,Kaiserslautern,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
287,D1,23/04/94,Werder Bremen,FC Koln,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
288,D1,30/04/94,Dresden,Werder Bremen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
289,D1,30/04/94,Ein Frankfurt,Hamburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
290,D1,30/04/94,Freiburg,Leipzig,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
291,D1,30/04/94,Kaiserslautern,Dortmund,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
292,D1,30/04/94,Karlsruhe,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
293,D1,30/04/94,Leverkusen,Stuttgart,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
294,D1,30/04/94,M'Gladbach,FC Koln,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
295,D1,30/04/94,Nurnberg,Wattenscheid,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
296,D1,30/04/94,Schalke 04,Duisburg,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
297,D1,07/05/94,Bayern Munich,Schalke 04,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
298,D1,07/05/94,Dortmund,Nurnberg,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
299,D1,07/05/94,Duisburg,Freiburg,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
300,D1,07/05/94,FC Koln,Ein Frankfurt,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
301,D1,07/05/94,Hamburg,Kaiserslautern,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
302,D1,07/05/94,Leipzig,Leverkusen,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
303,D1,07/05/94,Stuttgart,Dresden,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
304,D1,07/05/94,Wattenscheid,Karlsruhe,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
305,D1,07/05/94,Werder Bremen,M'Gladbach,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
