,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
18,D1,21/08/93,Bayern Munich,Dresden,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
19,D1,21/08/93,Dortmund,Freiburg,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
20,D1,21/08/93,Duisburg,Stuttgart,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
21,D1,21/08/93,Ein Frankfurt,Kaiserslautern,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
22,D1,21/08/93,FC Koln,Karlsruhe,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
23,D1,21/08/93,Hamburg,Schalke 04,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
24,D1,21/08/93,M'Gladbach,Nurnberg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
25,D1,21/08/93,Wattenscheid,Leverkusen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
26,D1,21/08/93,Werder Bremen,Leipzig,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
27,D1,28/08/93,Dresden,Wattenscheid,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
28,D1,28/08/93,Freiburg,Hamburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
29,D1,28/08/93,Kaiserslautern,Werder Bremen,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
30,D1,28/08/93,Karlsruhe,M'Gladbach,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
31,D1,28/08/93,Leipzig,Duisburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
32,D1,28/08/93,Leverkusen,Dortmund,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
33,D1,28/08/93,Nurnberg,Ein Frankfurt,1.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
34,D1,28/08/93,Schalke 04,FC Koln,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
35,D1,28/08/93,Stuttgart,Bayern Munich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
36,D1,01/09/93,Bayern Munich,Leipzig,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
37,D1,01/09/93,Dortmund,Dresden,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
38,D1,01/09/93,Ein Frankfurt,Karlsruhe,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
39,D1,01/09/93,FC Koln,Freiburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
40,D1,01/09/93,Hamburg,Leverkusen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
41,D1,01/09/93,Kaiserslautern,Nurnberg,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
42,D1,01/09/93,M'Gladbach,Schalke 04,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
43,D1,01/09/93,Wattenscheid,Stuttgart,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
44,D1,01/09/93,Werder Bremen,Duisburg,1.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
45,D1,04/09/93,Dresden,Hamburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
46,D1,04/09/93,Duisburg,Bayern Munich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
47,D1,04/09/93,Freiburg,M'Gladbach,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
48,D1,04/09/93,Karlsruhe,Kaiserslautern,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
49,D1,04/09/93,Leipzig,Wattenscheid,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
50,D1,04/09/93,Leverkusen,FC Koln,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
51,D1,04/09/93,Nurnberg,Werder Bremen,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
52,D1,04/09/93,Schalke 04,Ein Frankfurt,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
53,D1,04/09/93,Stuttgart,Dortmund,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
54,D1,08/09/93,Dortmund,Leipzig,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
55,D1,08/09/93,Ein Frankfurt,Freiburg,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
56,D1,08/09/93,FC Koln,Dresden,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
57,D1,08/09/93,Hamburg,Stuttgart,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
58,D1,08/09/93,Kaiserslautern,Schalke 04,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
59,D1,08/09/93,M'Gladbach,Leverkusen,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
60,D1,08/09/93,Nurnberg,Karlsruhe,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
61,D1,08/09/93,Wattenscheid,Duisburg,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
62,D1,08/09/93,Werder Bremen,Bayern Munich,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
63,D1,18/09/93,Bayern Munich,Wattenscheid,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
64,D1,18/09/93,Dresden,M'Gladbach,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
65,D1,18/09/93,Duisburg,Dortmund,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
66,D1,18/09/93,Freiburg,Kaiserslautern,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
67,D1,18/09/93,Karlsruhe,Werder Bremen,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
68,D1,18/09/93,Leipzig,Hamburg,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
69,D1,18/09/93,Leverkusen,Ein Frankfurt,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
70,D1,18/09/93,Schalke 04,Nurnberg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
71,D1,18/09/93,Stuttgart,FC Koln,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
72,D1,25/09/93,Dortmund,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
73,D1,25/09/93,Ein Frankfurt,Dresden,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
74,D1,25/09/93,FC Koln,Leipzig,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
75,D1,25/09/93,Hamburg,Duisburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
76,D1,25/09/93,Kaiserslautern,Leverkusen,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
77,D1,25/09/93,Karlsruhe,Schalke 04,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
78,D1,25/09/93,M'Gladbach,Stuttgart,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
79,D1,25/09/93,Nurnberg,Freiburg,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
80,D1,25/09/93,Werder Bremen,Wattenscheid,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
81,D1,02/10/93,Bayern Munich,Hamburg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
82,D1,02/10/93,Dresden,Kaiserslautern,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
83,D1,02/10/93,Duisburg,FC Koln,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
84,D1,02/10/93,Freiburg,Karlsruhe,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
85,D1,02/10/93,Leipzig,M'Gladbach,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
86,D1,02/10/93,Leverkusen,Nurnberg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
87,D1,02/10/93,Schalke 04,Werder Bremen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
88,D1,02/10/93,Stuttgart,Ein Frankfurt,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
89,D1,02/10/93,Wattenscheid,Dortmund,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
90,D1,09/10/93,Ein Frankfurt,Leipzig,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
91,D1,09/10/93,FC Koln,Bayern Munich,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
92,D1,09/10/93,Hamburg,Wattenscheid,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
93,D1,09/10/93,Kaiserslautern,Stuttgart,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
94,D1,09/10/93,Karlsruhe,Leverkusen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
95,D1,09/10/93,M'Gladbach,Duisburg,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
96,D1,09/10/93,Nurnberg,Dresden,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
97,D1,09/10/93,Schalke 04,Freiburg,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
98,D1,09/10/93,Werder Bremen,Dortmund,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
99,D1,16/10/93,Bayern Munich,M'Gladbach,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
100,D1,16/10/93,Dortmund,Hamburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
101,D1,16/10/93,Dresden,Karlsruhe,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
102,D1,16/10/93,Duisburg,Ein Frankfurt,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
103,D1,16/10/93,Freiburg,Werder Bremen,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
104,D1,16/10/93,Leipzig,Kaiserslautern,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
105,D1,16/10/93,Leverkusen,Schalke 04,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
106,D1,16/10/93,Stuttgart,Nurnberg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
107,D1,16/10/93,Wattenscheid,FC Koln,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
108,D1,23/10/93,Ein Frankfurt,Bayern Munich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
109,D1,23/10/93,FC Koln,Dortmund,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
110,D1,23/10/93,Freiburg,Leverkusen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
111,D1,23/10/93,Kaiserslautern,Duisburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
112,D1,23/10/93,Karlsruhe,Stuttgart,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
113,D1,23/10/93,M'Gladbach,Wattenscheid,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
114,D1,23/10/93,Nurnberg,Leipzig,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
115,D1,23/10/93,Schalke 04,Dresden,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
116,D1,23/10/93,Werder Bremen,Hamburg,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
117,D1,30/10/93,Bayern Munich,Kaiserslautern,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
118,D1,30/10/93,Dortmund,M'Gladbach,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
119,D1,30/10/93,Dresden,Freiburg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
120,D1,30/10/93,Duisburg,Nurnberg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
121,D1,30/10/93,Hamburg,FC Koln,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
122,D1,30/10/93,Leipzig,Karlsruhe,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
123,D1,30/10/93,Leverkusen,Werder Bremen,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
124,D1,30/10/93,Stuttgart,Schalke 04,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
125,D1,30/10/93,Wattenscheid,Ein Frankfurt,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
126,D1,06/11/93,Dresden,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
127,D1,06/11/93,Ein Frankfurt,Dortmund,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
128,D1,06/11/93,FC Koln,Werder Bremen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
129,D1,06/11/93,Freiburg,Stuttgart,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
130,D1,06/11/93,Kaiserslautern,Wattenscheid,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
131,D1,06/11/93,Karlsruhe,Duisburg,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
132,D1,06/11/93,M'Gladbach,Hamburg,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
133,D1,06/11/93,Nurnberg,Bayern Munich,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
134,D1,06/11/93,Schalke 04,Leipzig,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
135,D1,13/11/93,Bayern Munich,Karlsruhe,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
136,D1,13/11/93,Dortmund,Kaiserslautern,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
137,D1,13/11/93,Duisburg,Schalke 04,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
138,D1,13/11/93,FC Koln,M'Gladbach,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
139,D1,13/11/93,Hamburg,Ein Frankfurt,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
140,D1,13/11/93,Leipzig,Freiburg,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
141,D1,13/11/93,Stuttgart,Leverkusen,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
142,D1,13/11/93,Wattenscheid,Nurnberg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
143,D1,13/11/93,Werder Bremen,Dresden,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
144,D1,20/11/93,Dresden,Stuttgart,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
145,D1,20/11/93,Ein Frankfurt,FC Koln,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
146,D1,20/11/93,Freiburg,Duisburg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
147,D1,20/11/93,Kaiserslautern,Hamburg,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
148,D1,20/11/93,Karlsruhe,Wattenscheid,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
149,D1,20/11/93,Leverkusen,Leipzig,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
150,D1,20/11/93,M'Gladbach,Werder Bremen,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
151,D1,20/11/93,Nurnberg,Dortmund,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
152,D1,20/11/93,Schalke 04,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
153,D1,27/11/93,Dresden,Leipzig,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
154,D1,27/11/93,Ein Frankfurt,M'Gladbach,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
155,D1,27/11/93,Freiburg,Bayern Munich,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
156,D1,27/11/93,Kaiserslautern,FC Koln,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
157,D1,27/11/93,Karlsruhe,Dortmund,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
158,D1,27/11/93,Leverkusen,Duisburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
159,D1,27/11/93,Nurnberg,Hamburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
160,D1,27/11/93,Schalke 04,Wattenscheid,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
161,D1,27/11/93,Stuttgart,Werder Bremen,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
162,D1,04/12/93,Bayern Munich,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
163,D1,04/12/93,Dortmund,Schalke 04,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
164,D1,04/12/93,Duisburg,Dresden,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
165,D1,04/12/93,FC Koln,Nurnberg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
166,D1,04/12/93,Hamburg,Karlsruhe,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
167,D1,04/12/93,Leipzig,Stuttgart,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
168,D1,04/12/93,M'Gladbach,Kaiserslautern,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
169,D1,04/12/93,Wattenscheid,Freiburg,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
170,D1,04/12/93,Werder Bremen,Ein Frankfurt,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
171,D1,11/12/93,Dresden,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
172,D1,11/12/93,Freiburg,Dortmund,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
173,D1,11/12/93,Kaiserslautern,Ein Frankfurt,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
174,D1,11/12/93,Karlsruhe,FC Koln,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
175,D1,11/12/93,Leipzig,Werder Bremen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
176,D1,11/12/93,Leverkusen,Wattenscheid,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
177,D1,11/12/93,Nurnberg,M'Gladbach,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
178,D1,11/12/93,Schalke 04,Hamburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
179,D1,11/12/93,Stuttgart,Duisburg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
180,D1,12/02/94,Bayern Munich,Stuttgart,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
181,D1,12/02/94,Dortmund,Leverkusen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
182,D1,12/02/94,Duisburg,Leipzig,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
183,D1,12/02/94,Ein Frankfurt,Nurnberg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
184,D1,12/02/94,FC Koln,Schalke 04,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
185,D1,12/02/94,Hamburg,Freiburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
186,D1,12/02/94,M'Gladbach,Karlsruhe,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
187,D1,12/02/94,Wattenscheid,Dresden,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
188,D1,12/02/94,Werder Bremen,Kaiserslautern,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
189,D1,19/02/94,Dresden,Dortmund,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
190,D1,19/02/94,Duisburg,Werder Bremen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
191,D1,19/02/94,Freiburg,FC Koln,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
192,D1,19/02/94,Karlsruhe,Ein Frankfurt,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
193,D1,19/02/94,Leipzig,Bayern Munich,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
194,D1,19/02/94,Leverkusen,Hamburg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
195,D1,19/02/94,Nurnberg,Kaiserslautern,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
196,D1,19/02/94,Schalke 04,M'Gladbach,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
197,D1,19/02/94,Stuttgart,Wattenscheid,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
198,D1,26/02/94,Bayern Munich,Duisburg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
199,D1,26/02/94,Dortmund,Stuttgart,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
200,D1,26/02/94,Ein Frankfurt,Schalke 04,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
201,D1,26/02/94,FC Koln,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
202,D1,26/02/94,Hamburg,Dresden,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
203,D1,26/02/94,Kaiserslautern,Karlsruhe,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
204,D1,26/02/94,M'Gladbach,Freiburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
205,D1,26/02/94,Wattenscheid,Leipzig,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
206,D1,26/02/94,Werder Bremen,Nurnberg,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
207,D1,05/03/94,Bayern Munich,Werder Bremen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
208,D1,05/03/94,Dresden,FC Koln,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
209,D1,05/03/94,Duisburg,Wattenscheid,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
