,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
0,D1,11/08/95,Dortmund,Kaiserslautern,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
1,D1,11/08/95,Stuttgart,Uerdingen,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
2,D1,11/08/95,Werder Bremen,Dusseldorf,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
3,D1,12/08/95,Bayern Munich,Hamburg,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
4,D1,12/08/95,Ein Frankfurt,Karlsruhe,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
5,D1,12/08/95,FC Koln,Schalke 04,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
6,D1,12/08/95,Hansa Rostock,Leverkusen,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,S_1995_1996
7,D1,12/08/95,St Pauli,Munich 1860,4.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
8,D1,13/08/95,M'gladbach,Freiburg,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
9,D1,18/08/95,Freiburg,St Pauli,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
10,D1,18/08/95,Hamburg,Werder Bremen,3.0,3.0,D,2.0,1.0,H,,,,,,,,,,,,S_1995_1996
11,D1,18/08/95,Schalke 04,Hansa Rostock,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
12,D1,19/08/95,Kaiserslautern,M'gladbach,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
13,D1,19/08/95,Karlsruhe,Bayern Munich,2.0,6.0,A,1.0,3.0,A,,,,,,,,,,,,S_1995_1996
14,D1,19/08/95,Leverkusen,Dortmund,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
15,D1,19/08/95,Munich 1860,Stuttgart,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
16,D1,19/08/95,Uerdingen,Ein Frankfurt,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
17,D1,20/08/95,Dusseldorf,FC Koln,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
18,D1,29/08/95,FC Koln,Hamburg,3.0,2.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
19,D1,29/08/95,Hansa Rostock,Dortmund,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
20,D1,29/08/95,M'gladbach,Leverkusen,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
21,D1,29/08/95,St Pauli,Kaiserslautern,1.0,2.0,A,0.0,2.0,A,,,,,,,,,,,,S_1995_1996
22,D1,29/08/95,Werder Bremen,Karlsruhe,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
23,D1,30/08/95,Bayern Munich,Uerdingen,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
24,D1,30/08/95,Ein Frankfurt,Munich 1860,4.0,2.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
25,D1,30/08/95,Schalke 04,Dusseldorf,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
26,D1,30/08/95,Stuttgart,Freiburg,3.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,S_1995_1996
27,D1,01/09/95,Dortmund,M'gladbach,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
28,D1,01/09/95,Karlsruhe,FC Koln,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
29,D1,02/09/95,Dusseldorf,Hansa Rostock,2.0,2.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
30,D1,02/09/95,Freiburg,Ein Frankfurt,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
31,D1,02/09/95,Hamburg,Schalke 04,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
32,D1,02/09/95,Kaiserslautern,Stuttgart,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
33,D1,02/09/95,Leverkusen,St Pauli,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
34,D1,02/09/95,Munich 1860,Bayern Munich,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
35,D1,02/09/95,Uerdingen,Werder Bremen,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
36,D1,08/09/95,FC Koln,Uerdingen,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
37,D1,08/09/95,Werder Bremen,Munich 1860,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
38,D1,09/09/95,Bayern Munich,Freiburg,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
39,D1,09/09/95,Dusseldorf,Hamburg,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
40,D1,09/09/95,Ein Frankfurt,Kaiserslautern,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
41,D1,09/09/95,Hansa Rostock,M'gladbach,2.0,3.0,A,2.0,2.0,D,,,,,,,,,,,,S_1995_1996
42,D1,09/09/95,Schalke 04,Karlsruhe,2.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
43,D1,09/09/95,St Pauli,Dortmund,0.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
44,D1,09/09/95,Stuttgart,Leverkusen,1.0,4.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
45,D1,15/09/95,Kaiserslautern,Bayern Munich,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,S_1995_1996
46,D1,15/09/95,Karlsruhe,Dusseldorf,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
47,D1,16/09/95,Dortmund,Stuttgart,6.0,3.0,H,4.0,1.0,H,,,,,,,,,,,,S_1995_1996
48,D1,16/09/95,Freiburg,Werder Bremen,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
49,D1,16/09/95,Leverkusen,Ein Frankfurt,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
50,D1,16/09/95,Munich 1860,FC Koln,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
51,D1,16/09/95,Uerdingen,Schalke 04,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
52,D1,17/09/95,Hamburg,Hansa Rostock,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
53,D1,17/09/95,M'gladbach,St Pauli,2.0,4.0,A,0.0,3.0,A,,,,,,,,,,,,S_1995_1996
54,D1,22/09/95,Dusseldorf,Uerdingen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
55,D1,22/09/95,Ein Frankfurt,Dortmund,3.0,4.0,A,3.0,2.0,H,,,,,,,,,,,,S_1995_1996
56,D1,23/09/95,Bayern Munich,Leverkusen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
57,D1,23/09/95,FC Koln,Freiburg,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
58,D1,23/09/95,Hamburg,Karlsruhe,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
59,D1,23/09/95,Hansa Rostock,St Pauli,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
60,D1,23/09/95,Stuttgart,M'gladbach,5.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1995_1996
61,D1,23/09/95,Werder Bremen,Kaiserslautern,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
62,D1,24/09/95,Schalke 04,Munich 1860,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
63,D1,29/09/95,St Pauli,Stuttgart,1.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,S_1995_1996
64,D1,29/09/95,Uerdingen,Hamburg,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
65,D1,30/09/95,Freiburg,Schalke 04,1.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
66,D1,30/09/95,Kaiserslautern,FC Koln,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
67,D1,30/09/95,Karlsruhe,Hansa Rostock,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
68,D1,30/09/95,Leverkusen,Werder Bremen,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
69,D1,30/09/95,Munich 1860,Dusseldorf,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
70,D1,01/10/95,Dortmund,Bayern Munich,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
71,D1,01/10/95,M'gladbach,Ein Frankfurt,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,S_1995_1996
72,D1,13/10/95,Hansa Rostock,Stuttgart,3.0,3.0,D,2.0,1.0,H,,,,,,,,,,,,S_1995_1996
73,D1,13/10/95,Schalke 04,Kaiserslautern,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
74,D1,14/10/95,Bayern Munich,M'gladbach,1.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
75,D1,14/10/95,Dusseldorf,Freiburg,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
76,D1,14/10/95,Ein Frankfurt,St Pauli,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
77,D1,14/10/95,Hamburg,Munich 1860,2.0,2.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
78,D1,14/10/95,Karlsruhe,Uerdingen,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
79,D1,14/10/95,Werder Bremen,Dortmund,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
80,D1,15/10/95,FC Koln,Leverkusen,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,S_1995_1996
81,D1,20/10/95,Leverkusen,Schalke 04,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
82,D1,20/10/95,Uerdingen,Hansa Rostock,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
83,D1,21/10/95,Dortmund,FC Koln,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
84,D1,21/10/95,Freiburg,Hamburg,0.0,3.0,A,0.0,2.0,A,,,,,,,,,,,,S_1995_1996
85,D1,21/10/95,Kaiserslautern,Dusseldorf,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
86,D1,21/10/95,Munich 1860,Karlsruhe,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
87,D1,21/10/95,St Pauli,Bayern Munich,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
88,D1,21/10/95,Stuttgart,Ein Frankfurt,3.0,2.0,H,1.0,1.0,D,,,,,,,,,,,,S_1995_1996
89,D1,22/10/95,M'gladbach,Werder Bremen,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1995_1996
90,D1,27/10/95,FC Koln,M'gladbach,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
91,D1,27/10/95,Karlsruhe,Freiburg,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
92,D1,28/10/95,Bayern Munich,Stuttgart,5.0,3.0,H,1.0,0.0,H,,,,,,,,,,,,S_1995_1996
93,D1,28/10/95,Dusseldorf,Leverkusen,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1995_1996
