,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
95,D1,19/10/96,M'gladbach,Hansa Rostock,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
96,D1,19/10/96,Schalke 04,Hamburg,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
97,D1,19/10/96,St Pauli,Freiburg,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
98,D1,20/10/96,Bayern Munich,Dortmund,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
99,D1,25/10/96,Hansa Rostock,St Pauli,3.0,1.0,H,3.0,0.0,H,,,,,,,,,,,,S_1996_1997
100,D1,25/10/96,Werder Bremen,Leverkusen,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
101,D1,26/10/96,Dortmund,Bielefeld,5.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
102,D1,26/10/96,Dusseldorf,Bayern Munich,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
103,D1,26/10/96,FC Koln,Schalke 04,3.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
104,D1,26/10/96,Hamburg,Karlsruhe,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
105,D1,26/10/96,Munich 1860,Duisburg,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
106,D1,26/10/96,Stuttgart,M'gladbach,5.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
107,D1,27/10/96,Freiburg,Bochum,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
108,D1,01/11/96,Bayern Munich,Munich 1860,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
109,D1,01/11/96,Bochum,Hansa Rostock,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
110,D1,02/11/96,Bielefeld,Dusseldorf,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
111,D1,02/11/96,Duisburg,Freiburg,1.0,4.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
112,D1,02/11/96,Leverkusen,M'gladbach,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
113,D1,02/11/96,Schalke 04,Dortmund,1.0,3.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
114,D1,02/11/96,St Pauli,Stuttgart,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
115,D1,02/11/96,Werder Bremen,Hamburg,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
116,D1,03/11/96,Karlsruhe,FC Koln,4.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
117,D1,15/11/96,FC Koln,Werder Bremen,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
118,D1,15/11/96,M'gladbach,St Pauli,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
119,D1,16/11/96,Dortmund,Karlsruhe,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
120,D1,16/11/96,Dusseldorf,Schalke 04,1.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,S_1996_1997
121,D1,16/11/96,Freiburg,Bayern Munich,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
122,D1,16/11/96,Hamburg,Leverkusen,0.0,2.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
123,D1,16/11/96,Munich 1860,Bielefeld,1.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
124,D1,16/11/96,Stuttgart,Bochum,3.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,S_1996_1997
125,D1,17/11/96,Hansa Rostock,Duisburg,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
126,D1,22/11/96,Bochum,M'gladbach,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
127,D1,22/11/96,Karlsruhe,Dusseldorf,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
128,D1,23/11/96,Bayern Munich,Hansa Rostock,2.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
129,D1,23/11/96,Bielefeld,Freiburg,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
130,D1,23/11/96,FC Koln,Hamburg,2.0,2.0,D,1.0,2.0,A,,,,,,,,,,,,S_1996_1997
131,D1,23/11/96,Schalke 04,Munich 1860,4.0,1.0,H,2.0,1.0,H,,,,,,,,,,,,S_1996_1997
132,D1,23/11/96,St Pauli,Leverkusen,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
133,D1,23/11/96,Werder Bremen,Dortmund,0.0,4.0,A,0.0,3.0,A,,,,,,,,,,,,S_1996_1997
134,D1,24/11/96,Duisburg,Stuttgart,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
135,D1,29/11/96,Dortmund,Hamburg,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
136,D1,30/11/96,Dusseldorf,Werder Bremen,4.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
137,D1,30/11/96,Freiburg,Schalke 04,2.0,3.0,A,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
138,D1,30/11/96,Hansa Rostock,Bielefeld,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
139,D1,30/11/96,Leverkusen,FC Koln,4.0,2.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
140,D1,30/11/96,M'gladbach,Duisburg,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
141,D1,30/11/96,Munich 1860,Karlsruhe,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
142,D1,01/12/96,Stuttgart,Bayern Munich,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
143,D1,06/12/96,Bochum,Leverkusen,2.0,2.0,D,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
144,D1,06/12/96,Karlsruhe,Freiburg,3.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
145,D1,06/12/96,Schalke 04,Hansa Rostock,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
146,D1,06/12/96,Werder Bremen,Munich 1860,1.0,1.0,D,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
147,D1,07/12/96,Bayern Munich,M'gladbach,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
148,D1,07/12/96,Bielefeld,Stuttgart,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
149,D1,07/12/96,Duisburg,St Pauli,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
150,D1,07/12/96,FC Koln,Dortmund,1.0,3.0,A,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
151,D1,07/12/96,Hamburg,Dusseldorf,2.0,1.0,H,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
152,D1,14/02/97,Dortmund,Leverkusen,3.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
153,D1,14/02/97,FC Koln,Dusseldorf,2.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
154,D1,15/02/97,Bayern Munich,St Pauli,3.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
155,D1,15/02/97,Duisburg,Bochum,1.0,1.0,D,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
156,D1,15/02/97,Hamburg,Munich 1860,2.0,3.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
157,D1,15/02/97,Karlsruhe,Hansa Rostock,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
158,D1,15/02/97,Schalke 04,Stuttgart,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
159,D1,15/02/97,Werder Bremen,Freiburg,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
160,D1,16/02/97,Bielefeld,M'gladbach,0.0,2.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
161,D1,21/02/97,Dusseldorf,Dortmund,2.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
162,D1,21/02/97,Freiburg,Hamburg,0.0,4.0,A,0.0,2.0,A,,,,,,,,,,,,S_1996_1997
163,D1,21/02/97,St Pauli,Bielefeld,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,S_1996_1997
164,D1,22/02/97,Bochum,Bayern Munich,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
165,D1,22/02/97,Hansa Rostock,Werder Bremen,0.0,1.0,A,0.0,1.0,A,,,,,,,,,,,,S_1996_1997
166,D1,22/02/97,Leverkusen,Duisburg,1.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
167,D1,22/02/97,M'gladbach,Schalke 04,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
168,D1,22/02/97,Munich 1860,FC Koln,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
169,D1,22/02/97,Stuttgart,Karlsruhe,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
170,D1,28/02/97,Bielefeld,Bochum,3.0,1.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
171,D1,28/02/97,Schalke 04,St Pauli,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
172,D1,01/03/97,Bayern Munich,Duisburg,5.0,2.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
173,D1,01/03/97,Dortmund,Munich 1860,4.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,S_1996_1997
174,D1,01/03/97,Dusseldorf,Leverkusen,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
175,D1,01/03/97,FC Koln,Freiburg,1.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
176,D1,01/03/97,Karlsruhe,M'gladbach,1.0,1.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
177,D1,01/03/97,Werder Bremen,Stuttgart,2.0,2.0,D,2.0,1.0,H,,,,,,,,,,,,S_1996_1997
