,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Time,season,Attendance
234,234,E0,01/02/97,Aston Villa,Sunderland,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
235,235,E0,01/02/97,Blackburn,West Ham,2,1,H,2,0,H,,,,,,,,,,,,S_1996_1997,
236,236,E0,01/02/97,Derby,Liverpool,0,1,A,0,0,D,,,,,,,,,,,,S_1996_1997,
237,237,E0,01/02/97,Everton,Nott'm Forest,2,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
238,238,E0,01/02/97,Leeds,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
239,239,E0,01/02/97,Man United,Southampton,2,1,H,1,1,D,,,,,,,,,,,,S_1996_1997,
240,240,E0,01/02/97,Sheffield Weds,Coventry,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
241,241,E0,01/02/97,Tottenham,Chelsea,1,2,A,0,1,A,,,,,,,,,,,,S_1996_1997,
242,242,E0,01/02/97,Wimbledon,Middlesbrough,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
243,243,E0,02/02/97,Newcastle,Leicester,4,3,H,1,0,H,,,,,,,,,,,,S_1996_1997,
244,244,E0,15/02/97,Derby,West Ham,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
245,245,E0,15/02/97,Tottenham,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
246,246,E0,19/02/97,Arsenal,Man United,1,2,A,0,2,A,,,,,,,,,,,,S_1996_1997,
247,247,E0,19/02/97,Aston Villa,Coventry,2,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
248,248,E0,19/02/97,Derby,Sheffield Weds,2,2,D,1,1,D,,,,,,,,,,,,S_1996_1997,
249,249,E0,19/02/97,Liverpool,Leeds,4,0,H,3,0,H,,,,,,,,,,,,S_1996_1997,
250,250,E0,22/02/97,Chelsea,Man United,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
251,251,E0,22/02/97,Coventry,Everton,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
252,252,E0,22/02/97,Leicester,Derby,4,2,H,3,1,H,,,,,,,,,,,,S_1996_1997,
253,253,E0,22/02/97,Liverpool,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
254,254,E0,22/02/97,Middlesbrough,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
255,255,E0,22/02/97,Nott'm Forest,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
256,256,E0,22/02/97,Southampton,Sheffield Weds,2,3,A,2,0,H,,,,,,,,,,,,S_1996_1997,
257,257,E0,22/02/97,Sunderland,Leeds,0,1,A,0,0,D,,,,,,,,,,,,S_1996_1997,
258,258,E0,23/02/97,Arsenal,Wimbledon,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
259,259,E0,24/02/97,West Ham,Tottenham,4,3,H,3,2,H,,,,,,,,,,,,S_1996_1997,
260,260,E0,26/02/97,Southampton,Wimbledon,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
261,261,E0,01/03/97,Blackburn,Sunderland,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
262,262,E0,01/03/97,Derby,Chelsea,3,2,H,0,1,A,,,,,,,,,,,,S_1996_1997,
263,263,E0,01/03/97,Everton,Arsenal,0,2,A,0,2,A,,,,,,,,,,,,S_1996_1997,
264,264,E0,01/03/97,Leeds,West Ham,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
265,265,E0,01/03/97,Man United,Coventry,3,1,H,2,0,H,,,,,,,,,,,,S_1996_1997,
266,266,E0,01/03/97,Newcastle,Southampton,0,1,A,0,0,D,,,,,,,,,,,,S_1996_1997,
267,267,E0,01/03/97,Sheffield Weds,Middlesbrough,3,1,H,2,0,H,,,,,,,,,,,,S_1996_1997,
268,268,E0,01/03/97,Tottenham,Nott'm Forest,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
269,269,E0,01/03/97,Wimbledon,Leicester,1,3,A,0,3,A,,,,,,,,,,,,S_1996_1997,
270,270,E0,02/03/97,Aston Villa,Liverpool,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
271,271,E0,03/03/97,Coventry,Wimbledon,1,1,D,1,1,D,,,,,,,,,,,,S_1996_1997,
272,272,E0,04/03/97,Sunderland,Tottenham,0,4,A,0,3,A,,,,,,,,,,,,S_1996_1997,
273,273,E0,05/03/97,Chelsea,Blackburn,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
274,274,E0,05/03/97,Leicester,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
275,275,E0,05/03/97,Middlesbrough,Derby,6,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
276,276,E0,05/03/97,Nott'm Forest,Sheffield Weds,0,3,A,0,0,D,,,,,,,,,,,,S_1996_1997,
277,277,E0,05/03/97,Southampton,Everton,2,2,D,0,2,A,,,,,,,,,,,,S_1996_1997,
278,278,E0,08/03/97,Arsenal,Nott'm Forest,2,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
279,279,E0,08/03/97,Coventry,Leicester,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
280,280,E0,08/03/97,Leeds,Everton,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
281,281,E0,08/03/97,Sunderland,Man United,2,1,H,0,0,D,,,,,,,,,,,,S_1996_1997,
282,282,E0,10/03/97,Liverpool,Newcastle,4,3,H,3,0,H,,,,,,,,,,,,S_1996_1997,
283,283,E0,11/03/97,Blackburn,Nott'm Forest,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
284,284,E0,12/03/97,Leeds,Southampton,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
285,285,E0,12/03/97,Sheffield Weds,Sunderland,2,1,H,1,1,D,,,,,,,,,,,,S_1996_1997,
286,286,E0,12/03/97,West Ham,Chelsea,3,2,H,0,1,A,,,,,,,,,,,,S_1996_1997,
287,287,E0,15/03/97,Aston Villa,West Ham,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
288,288,E0,15/03/97,Blackburn,Wimbledon,3,1,H,2,1,H,,,,,,,,,,,,S_1996_1997,
289,289,E0,15/03/97,Everton,Derby,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
290,290,E0,15/03/97,Leicester,Middlesbrough,1,3,A,0,3,A,,,,,,,,,,,,S_1996_1997,
291,291,E0,15/03/97,Man United,Sheffield Weds,2,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
292,292,E0,15/03/97,Newcastle,Coventry,4,0,H,2,0,H,,,,,,,,,,,,S_1996_1997,
293,293,E0,15/03/97,Nott'm Forest,Liverpool,1,1,D,1,1,D,,,,,,,,,,,,S_1996_1997,
294,294,E0,15/03/97,Southampton,Arsenal,0,2,A,0,1,A,,,,,,,,,,,,S_1996_1997,
295,295,E0,15/03/97,Tottenham,Leeds,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
296,296,E0,16/03/97,Chelsea,Sunderland,6,2,H,2,0,H,,,,,,,,,,,,S_1996_1997,
297,297,E0,18/03/97,Wimbledon,West Ham,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
298,298,E0,19/03/97,Chelsea,Southampton,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
299,299,E0,19/03/97,Leicester,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
300,300,E0,19/03/97,Middlesbrough,Blackburn,2,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
301,301,E0,22/03/97,Blackburn,Aston Villa,0,2,A,0,0,D,,,,,,,,,,,,S_1996_1997,
302,302,E0,22/03/97,Coventry,West Ham,1,3,A,1,2,A,,,,,,,,,,,,S_1996_1997,
303,303,E0,22/03/97,Derby,Tottenham,4,2,H,2,1,H,,,,,,,,,,,,S_1996_1997,
304,304,E0,22/03/97,Everton,Man United,0,2,A,0,1,A,,,,,,,,,,,,S_1996_1997,
305,305,E0,22/03/97,Middlesbrough,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
306,306,E0,22/03/97,Sheffield Weds,Leeds,2,2,D,1,2,A,,,,,,,,,,,,S_1996_1997,
307,307,E0,22/03/97,Southampton,Leicester,2,2,D,1,0,H,,,,,,,,,,,,S_1996_1997,
308,308,E0,22/03/97,Sunderland,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
309,309,E0,23/03/97,Wimbledon,Newcastle,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
310,310,E0,24/03/97,Arsenal,Liverpool,1,2,A,0,0,D,,,,,,,,,,,,S_1996_1997,
311,311,E0,24/03/97,Middlesbrough,Nott'm Forest,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
312,312,E0,05/04/97,Aston Villa,Everton,3,1,H,1,1,D,,,,,,,,,,,,S_1996_1997,
313,313,E0,05/04/97,Chelsea,Arsenal,0,3,A,0,1,A,,,,,,,,,,,,S_1996_1997,
314,314,E0,05/04/97,Man United,Derby,2,3,A,0,2,A,,,,,,,,,,,,S_1996_1997,
315,315,E0,05/04/97,Newcastle,Sunderland,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
316,316,E0,05/04/97,Nott'm Forest,Southampton,1,3,A,0,1,A,,,,,,,,,,,,S_1996_1997,
317,317,E0,05/04/97,Tottenham,Wimbledon,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
318,318,E0,06/04/97,Liverpool,Coventry,1,2,A,0,0,D,,,,,,,,,,,,S_1996_1997,
319,319,E0,07/04/97,Leeds,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
320,320,E0,09/04/97,Coventry,Chelsea,3,1,H,0,1,A,,,,,,,,,,,,S_1996_1997,
321,321,E0,09/04/97,Derby,Southampton,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
322,322,E0,09/04/97,Everton,Leicester,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
323,323,E0,09/04/97,Sheffield Weds,Tottenham,2,1,H,1,1,D,,,,,,,,,,,,S_1996_1997,
324,324,E0,09/04/97,West Ham,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
325,325,E0,09/04/97,Wimbledon,Aston Villa,0,2,A,0,1,A,,,,,,,,,,,,S_1996_1997,
326,326,E0,12/04/97,Arsenal,Leicester,2,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
327,327,E0,12/04/97,Blackburn,Man United,2,3,A,1,2,A,,,,,,,,,,,,S_1996_1997,
328,328,E0,12/04/97,Derby,Aston Villa,2,1,H,2,0,H,,,,,,,,,,,,S_1996_1997,
329,329,E0,12/04/97,Everton,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
330,330,E0,12/04/97,Southampton,West Ham,2,0,H,2,0,H,,,,,,,,,,,,S_1996_1997,
331,331,E0,13/04/97,Sheffield Weds,Newcastle,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
332,332,E0,13/04/97,Sunderland,Liverpool,1,2,A,0,1,A,,,,,,,,,,,,S_1996_1997,
333,333,E0,16/04/97,Everton,Liverpool,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
334,334,E0,16/04/97,Newcastle,Chelsea,3,1,H,3,0,H,,,,,,,,,,,,S_1996_1997,
335,335,E0,16/04/97,Wimbledon,Leeds,2,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
336,336,E0,19/04/97,Arsenal,Blackburn,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
337,337,E0,19/04/97,Aston Villa,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
338,338,E0,19/04/97,Chelsea,Leicester,2,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
339,339,E0,19/04/97,Liverpool,Man United,1,3,A,1,2,A,,,,,,,,,,,,S_1996_1997,
340,340,E0,19/04/97,Middlesbrough,Sunderland,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
341,341,E0,19/04/97,Newcastle,Derby,3,1,H,1,1,D,,,,,,,,,,,,S_1996_1997,
342,342,E0,19/04/97,Nott'm Forest,Leeds,1,1,D,1,0,H,,,,,,,,,,,,S_1996_1997,
343,343,E0,19/04/97,Sheffield Weds,Wimbledon,3,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
344,344,E0,19/04/97,Southampton,Coventry,2,2,D,1,0,H,,,,,,,,,,,,S_1996_1997,
345,345,E0,19/04/97,West Ham,Everton,2,2,D,2,0,H,,,,,,,,,,,,S_1996_1997,
346,346,E0,21/04/97,Coventry,Arsenal,1,1,D,1,1,D,,,,,,,,,,,,S_1996_1997,
347,347,E0,22/04/97,Blackburn,Sheffield Weds,4,1,H,3,0,H,,,,,,,,,,,,S_1996_1997,
348,348,E0,22/04/97,Leeds,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
349,349,E0,22/04/97,Sunderland,Southampton,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
350,350,E0,22/04/97,Wimbledon,Chelsea,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
351,351,E0,23/04/97,Derby,Nott'm Forest,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
352,352,E0,23/04/97,Leicester,West Ham,0,1,A,0,0,D,,,,,,,,,,,,S_1996_1997,
353,353,E0,24/04/97,Tottenham,Middlesbrough,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
354,354,E0,03/05/97,Arsenal,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,S_1996_1997,
355,355,E0,03/05/97,Chelsea,Leeds,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
356,356,E0,03/05/97,Coventry,Derby,1,2,A,0,0,D,,,,,,,,,,,,S_1996_1997,
357,357,E0,03/05/97,Leicester,Man United,2,2,D,2,1,H,,,,,,,,,,,,S_1996_1997,
358,358,E0,03/05/97,Liverpool,Tottenham,2,1,H,2,1,H,,,,,,,,,,,,S_1996_1997,
359,359,E0,03/05/97,Middlesbrough,Aston Villa,3,2,H,2,0,H,,,,,,,,,,,,S_1996_1997,
360,360,E0,03/05/97,Nott'm Forest,Wimbledon,1,1,D,0,1,A,,,,,,,,,,,,S_1996_1997,
361,361,E0,03/05/97,Southampton,Blackburn,2,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
362,362,E0,03/05/97,Sunderland,Everton,3,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
363,363,E0,03/05/97,West Ham,Sheffield Weds,5,1,H,3,0,H,,,,,,,,,,,,S_1996_1997,
364,364,E0,05/05/97,Man United,Middlesbrough,3,3,D,2,3,A,,,,,,,,,,,,S_1996_1997,
365,365,E0,06/05/97,West Ham,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
366,366,E0,06/05/97,Wimbledon,Liverpool,2,1,H,1,0,H,,,,,,,,,,,,S_1996_1997,
367,367,E0,07/05/97,Leicester,Sheffield Weds,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
368,368,E0,08/05/97,Blackburn,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
369,369,E0,08/05/97,Man United,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,S_1996_1997,
370,370,E0,11/05/97,Aston Villa,Southampton,1,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
371,371,E0,11/05/97,Blackburn,Leicester,2,4,A,1,1,D,,,,,,,,,,,,S_1996_1997,
372,372,E0,11/05/97,Derby,Arsenal,1,3,A,1,0,H,,,,,,,,,,,,S_1996_1997,
373,373,E0,11/05/97,Everton,Chelsea,1,2,A,0,2,A,,,,,,,,,,,,S_1996_1997,
374,374,E0,11/05/97,Leeds,Middlesbrough,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
375,375,E0,11/05/97,Man United,West Ham,2,0,H,1,0,H,,,,,,,,,,,,S_1996_1997,
376,376,E0,11/05/97,Newcastle,Nott'm Forest,5,0,H,4,0,H,,,,,,,,,,,,S_1996_1997,
377,377,E0,11/05/97,Sheffield Weds,Liverpool,1,1,D,0,0,D,,,,,,,,,,,,S_1996_1997,
378,378,E0,11/05/97,Tottenham,Coventry,1,2,A,1,2,A,,,,,,,,,,,,S_1996_1997,
379,379,E0,11/05/97,Wimbledon,Sunderland,1,0,H,0,0,D,,,,,,,,,,,,S_1996_1997,
