,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Time,season,Attendance
52,52,E0,16/09/95,Chelsea,Southampton,3,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
53,53,E0,16/09/95,Leeds,QPR,1,3,A,0,2,A,,,,,,,,,,,,S_1995_1996,
54,54,E0,16/09/95,Liverpool,Blackburn,3,0,H,3,0,H,,,,,,,,,,,,S_1995_1996,
55,55,E0,16/09/95,Man United,Bolton,3,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
56,56,E0,16/09/95,Middlesbrough,Coventry,2,1,H,0,0,D,,,,,,,,,,,,S_1995_1996,
57,57,E0,16/09/95,Newcastle,Man City,3,1,H,2,0,H,,,,,,,,,,,,S_1995_1996,
58,58,E0,16/09/95,Sheffield Weds,Tottenham,1,3,A,1,1,D,,,,,,,,,,,,S_1995_1996,
59,59,E0,17/09/95,Nott'm Forest,Everton,3,2,H,2,0,H,,,,,,,,,,,,S_1995_1996,
60,60,E0,23/09/95,Arsenal,Southampton,4,2,H,2,2,D,,,,,,,,,,,,S_1995_1996,
61,61,E0,23/09/95,Aston Villa,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
62,62,E0,23/09/95,Blackburn,Coventry,5,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
63,63,E0,23/09/95,Liverpool,Bolton,5,2,H,2,0,H,,,,,,,,,,,,S_1995_1996,
64,64,E0,23/09/95,Man City,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
65,65,E0,23/09/95,Sheffield Weds,Man United,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
66,66,E0,23/09/95,West Ham,Everton,2,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
67,67,E0,23/09/95,Wimbledon,Leeds,2,4,A,1,3,A,,,,,,,,,,,,S_1995_1996,
68,68,E0,24/09/95,Newcastle,Chelsea,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
69,69,E0,25/09/95,QPR,Tottenham,2,3,A,1,0,H,,,,,,,,,,,,S_1995_1996,
70,70,E0,30/09/95,Bolton,QPR,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
71,71,E0,30/09/95,Chelsea,Arsenal,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
72,72,E0,30/09/95,Coventry,Aston Villa,0,3,A,0,1,A,,,,,,,,,,,,S_1995_1996,
73,73,E0,30/09/95,Leeds,Sheffield Weds,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
74,74,E0,30/09/95,Middlesbrough,Blackburn,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
75,75,E0,30/09/95,Nott'm Forest,Man City,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
76,76,E0,30/09/95,Tottenham,Wimbledon,3,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
77,77,E0,01/10/95,Everton,Newcastle,1,3,A,0,1,A,,,,,,,,,,,,S_1995_1996,
78,78,E0,01/10/95,Man United,Liverpool,2,2,D,1,1,D,,,,,,,,,,,,S_1995_1996,
79,79,E0,02/10/95,Southampton,West Ham,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
80,80,E0,14/10/95,Aston Villa,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
81,81,E0,14/10/95,Blackburn,Southampton,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
82,82,E0,14/10/95,Bolton,Everton,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
83,83,E0,14/10/95,Leeds,Arsenal,0,3,A,0,1,A,,,,,,,,,,,,S_1995_1996,
84,84,E0,14/10/95,Liverpool,Coventry,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
85,85,E0,14/10/95,Man United,Man City,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
86,86,E0,14/10/95,QPR,Newcastle,2,3,A,1,0,H,,,,,,,,,,,,S_1995_1996,
87,87,E0,14/10/95,Tottenham,Nott'm Forest,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
88,88,E0,15/10/95,Sheffield Weds,Middlesbrough,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
89,89,E0,16/10/95,Wimbledon,West Ham,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
90,90,E0,21/10/95,Arsenal,Aston Villa,2,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
91,91,E0,21/10/95,Chelsea,Man United,1,4,A,0,2,A,,,,,,,,,,,,S_1995_1996,
92,92,E0,21/10/95,Coventry,Sheffield Weds,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
93,93,E0,21/10/95,Man City,Leeds,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
94,94,E0,21/10/95,Middlesbrough,QPR,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
95,95,E0,21/10/95,Newcastle,Wimbledon,6,1,H,3,0,H,,,,,,,,,,,,S_1995_1996,
96,96,E0,21/10/95,Nott'm Forest,Bolton,3,2,H,1,1,D,,,,,,,,,,,,S_1995_1996,
97,97,E0,21/10/95,West Ham,Blackburn,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
98,98,E0,22/10/95,Everton,Tottenham,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996,
99,99,E0,22/10/95,Southampton,Liverpool,1,3,A,1,1,D,,,,,,,,,,,,S_1995_1996,
100,100,E0,28/10/95,Aston Villa,Everton,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
101,101,E0,28/10/95,Blackburn,Chelsea,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
102,102,E0,28/10/95,Leeds,Coventry,3,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
103,103,E0,28/10/95,Liverpool,Man City,6,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
104,104,E0,28/10/95,Man United,Middlesbrough,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
105,105,E0,28/10/95,QPR,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
106,106,E0,28/10/95,Sheffield Weds,West Ham,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
107,107,E0,28/10/95,Wimbledon,Southampton,1,2,A,0,1,A,,,,,,,,,,,,S_1995_1996,
108,108,E0,29/10/95,Tottenham,Newcastle,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
109,109,E0,30/10/95,Bolton,Arsenal,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
110,110,E0,04/11/95,Arsenal,Man United,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
111,111,E0,04/11/95,Chelsea,Sheffield Weds,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
112,112,E0,04/11/95,Coventry,Tottenham,2,3,A,1,2,A,,,,,,,,,,,,S_1995_1996,
113,113,E0,04/11/95,Man City,Bolton,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
114,114,E0,04/11/95,Middlesbrough,Leeds,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996,
115,115,E0,04/11/95,Newcastle,Liverpool,2,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
116,116,E0,04/11/95,Southampton,QPR,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
117,117,E0,04/11/95,West Ham,Aston Villa,1,4,A,0,1,A,,,,,,,,,,,,S_1995_1996,
118,118,E0,05/11/95,Everton,Blackburn,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
119,119,E0,06/11/95,Nott'm Forest,Wimbledon,4,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
120,120,E0,08/11/95,Newcastle,Blackburn,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
121,121,E0,18/11/95,Aston Villa,Newcastle,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
122,122,E0,18/11/95,Blackburn,Nott'm Forest,7,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
123,123,E0,18/11/95,Bolton,West Ham,0,3,A,0,0,D,,,,,,,,,,,,S_1995_1996,
124,124,E0,18/11/95,Leeds,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
125,125,E0,18/11/95,Liverpool,Everton,1,2,A,0,0,D,,,,,,,,,,,,S_1995_1996,
126,126,E0,18/11/95,Man United,Southampton,4,1,H,3,0,H,,,,,,,,,,,,S_1995_1996,
127,127,E0,18/11/95,Sheffield Weds,Man City,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
128,128,E0,18/11/95,Tottenham,Arsenal,2,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
129,129,E0,18/11/95,Wimbledon,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
130,130,E0,19/11/95,QPR,Coventry,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
131,131,E0,20/11/95,Southampton,Aston Villa,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
132,132,E0,21/11/95,Arsenal,Sheffield Weds,4,2,H,1,2,A,,,,,,,,,,,,S_1995_1996,
133,133,E0,21/11/95,Middlesbrough,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
134,134,E0,22/11/95,Chelsea,Bolton,3,2,H,1,1,D,,,,,,,,,,,,S_1995_1996,
135,135,E0,22/11/95,Coventry,Man United,0,4,A,0,1,A,,,,,,,,,,,,S_1995_1996,
136,136,E0,22/11/95,Everton,QPR,2,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
137,137,E0,22/11/95,Man City,Wimbledon,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
138,138,E0,22/11/95,West Ham,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
139,139,E0,25/11/95,Chelsea,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
140,140,E0,25/11/95,Coventry,Wimbledon,3,3,D,1,2,A,,,,,,,,,,,,S_1995_1996,
141,141,E0,25/11/95,Everton,Sheffield Weds,2,2,D,1,2,A,,,,,,,,,,,,S_1995_1996,
142,142,E0,25/11/95,Man City,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
143,143,E0,25/11/95,Middlesbrough,Liverpool,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
144,144,E0,25/11/95,Newcastle,Leeds,2,1,H,0,1,A,,,,,,,,,,,,S_1995_1996,
145,145,E0,25/11/95,Southampton,Bolton,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
146,146,E0,25/11/95,West Ham,QPR,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
147,147,E0,26/11/95,Arsenal,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
148,148,E0,27/11/95,Nott'm Forest,Man United,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
149,149,E0,02/12/95,Aston Villa,Arsenal,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
150,150,E0,02/12/95,Blackburn,West Ham,4,2,H,3,0,H,,,,,,,,,,,,S_1995_1996,
151,151,E0,02/12/95,Bolton,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
152,152,E0,02/12/95,Leeds,Man City,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
153,153,E0,02/12/95,Liverpool,Southampton,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
154,154,E0,02/12/95,Man United,Chelsea,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
155,155,E0,02/12/95,QPR,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996,
156,156,E0,02/12/95,Tottenham,Everton,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
157,157,E0,03/12/95,Wimbledon,Newcastle,3,3,D,2,3,A,,,,,,,,,,,,S_1995_1996,
158,158,E0,04/12/95,Sheffield Weds,Coventry,4,3,H,2,2,D,,,,,,,,,,,,S_1995_1996,
159,159,E0,09/12/95,Bolton,Liverpool,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
160,160,E0,09/12/95,Chelsea,Newcastle,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
161,161,E0,09/12/95,Coventry,Blackburn,5,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
162,162,E0,09/12/95,Leeds,Wimbledon,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996,
163,163,E0,09/12/95,Man United,Sheffield Weds,2,2,D,1,0,H,,,,,,,,,,,,S_1995_1996,
164,164,E0,09/12/95,Middlesbrough,Man City,4,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
165,165,E0,09/12/95,Southampton,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
166,166,E0,09/12/95,Tottenham,QPR,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
167,167,E0,10/12/95,Nott'm Forest,Aston Villa,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
168,168,E0,11/12/95,Everton,West Ham,3,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
169,169,E0,16/12/95,Arsenal,Chelsea,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996,
170,170,E0,16/12/95,Aston Villa,Coventry,4,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
171,171,E0,16/12/95,Blackburn,Middlesbrough,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
172,172,E0,16/12/95,Newcastle,Everton,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
173,173,E0,16/12/95,QPR,Bolton,2,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
174,174,E0,16/12/95,Sheffield Weds,Leeds,6,2,H,3,1,H,,,,,,,,,,,,S_1995_1996,
175,175,E0,16/12/95,West Ham,Southampton,2,1,H,0,1,A,,,,,,,,,,,,S_1995_1996,
176,176,E0,16/12/95,Wimbledon,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
177,177,E0,17/12/95,Liverpool,Man United,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
178,178,E0,18/12/95,Man City,Nott'm Forest,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
179,179,E0,23/12/95,Coventry,Everton,2,1,H,0,0,D,,,,,,,,,,,,S_1995_1996,
180,180,E0,23/12/95,Liverpool,Arsenal,3,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
181,181,E0,23/12/95,Man City,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
182,182,E0,23/12/95,Middlesbrough,West Ham,4,2,H,3,0,H,,,,,,,,,,,,S_1995_1996,
183,183,E0,23/12/95,Newcastle,Nott'm Forest,3,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
184,184,E0,23/12/95,QPR,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
185,185,E0,23/12/95,Sheffield Weds,Southampton,2,2,D,1,1,D,,,,,,,,,,,,S_1995_1996,
186,186,E0,23/12/95,Tottenham,Bolton,2,2,D,1,0,H,,,,,,,,,,,,S_1995_1996,
187,187,E0,23/12/95,Wimbledon,Blackburn,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996,
188,188,E0,24/12/95,Leeds,Man United,3,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
189,189,E0,26/12/95,Arsenal,QPR,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
190,190,E0,26/12/95,Blackburn,Man City,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
191,191,E0,26/12/95,Chelsea,Wimbledon,1,2,A,1,2,A,,,,,,,,,,,,S_1995_1996,
192,192,E0,26/12/95,Everton,Middlesbrough,4,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
193,193,E0,26/12/95,Nott'm Forest,Sheffield Weds,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
194,194,E0,26/12/95,Southampton,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
195,195,E0,27/12/95,Bolton,Leeds,0,2,A,0,1,A,,,,,,,,,,,,S_1995_1996,
196,196,E0,27/12/95,Man United,Newcastle,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
197,197,E0,30/12/95,Arsenal,Wimbledon,1,3,A,1,1,D,,,,,,,,,,,,S_1995_1996,
198,198,E0,30/12/95,Blackburn,Tottenham,2,1,H,2,0,H,,,,,,,,,,,,S_1995_1996,
199,199,E0,30/12/95,Bolton,Coventry,1,2,A,1,1,D,,,,,,,,,,,,S_1995_1996,
200,200,E0,30/12/95,Chelsea,Liverpool,2,2,D,2,1,H,,,,,,,,,,,,S_1995_1996,
201,201,E0,30/12/95,Everton,Leeds,2,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
202,202,E0,30/12/95,Man United,QPR,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
203,203,E0,30/12/95,Nott'm Forest,Middlesbrough,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
204,204,E0,01/01/96,Coventry,Southampton,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
205,205,E0,01/01/96,Leeds,Blackburn,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
206,206,E0,01/01/96,Liverpool,Nott'm Forest,4,2,H,2,2,D,,,,,,,,,,,,S_1995_1996,
207,207,E0,01/01/96,Man City,West Ham,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
208,208,E0,01/01/96,Middlesbrough,Aston Villa,0,2,A,0,2,A,,,,,,,,,,,,S_1995_1996,
209,209,E0,01/01/96,Sheffield Weds,Bolton,4,2,H,2,0,H,,,,,,,,,,,,S_1995_1996,
210,210,E0,01/01/96,Tottenham,Man United,4,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
211,211,E0,01/01/96,Wimbledon,Everton,2,3,A,0,3,A,,,,,,,,,,,,S_1995_1996,
212,212,E0,02/01/96,Newcastle,Arsenal,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
213,213,E0,02/01/96,QPR,Chelsea,1,2,A,0,0,D,,,,,,,,,,,,S_1995_1996,
214,214,E0,13/01/96,Bolton,Wimbledon,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
215,215,E0,13/01/96,Everton,Chelsea,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996,
216,216,E0,13/01/96,Leeds,West Ham,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
217,217,E0,13/01/96,Man United,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996,
218,218,E0,13/01/96,Middlesbrough,Arsenal,2,3,A,1,1,D,,,,,,,,,,,,S_1995_1996,
219,219,E0,13/01/96,Nott'm Forest,Southampton,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
220,220,E0,13/01/96,QPR,Blackburn,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996,
221,221,E0,13/01/96,Sheffield Weds,Liverpool,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996,
222,222,E0,13/01/96,Tottenham,Man City,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
223,223,E0,14/01/96,Coventry,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
224,224,E0,20/01/96,Arsenal,Everton,1,2,A,1,0,H,,,,,,,,,,,,S_1995_1996,
225,225,E0,20/01/96,Blackburn,Sheffield Weds,3,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
226,226,E0,20/01/96,Chelsea,Nott'm Forest,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996,
227,227,E0,20/01/96,Liverpool,Leeds,5,0,H,1,0,H,,,,,,,,,,,,S_1995_1996,
228,228,E0,20/01/96,Man City,Coventry,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
229,229,E0,20/01/96,Newcastle,Bolton,2,1,H,2,1,H,,,,,,,,,,,,S_1995_1996,
230,230,E0,20/01/96,Southampton,Middlesbrough,2,1,H,0,1,A,,,,,,,,,,,,S_1995_1996,
231,231,E0,20/01/96,Wimbledon,QPR,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
232,232,E0,21/01/96,Aston Villa,Tottenham,2,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
233,233,E0,23/01/96,West Ham,Man United,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996,
234,234,E0,31/01/96,Aston Villa,Liverpool,0,2,A,0,0,D,,,,,,,,,,,,S_1995_1996,
235,235,E0,31/01/96,Nott'm Forest,Leeds,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996,
236,236,E0,31/01/96,Southampton,Man City,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996,
237,237,E0,31/01/96,West Ham,Coventry,3,2,H,0,0,D,,,,,,,,,,,,S_1995_1996,
238,238,E0,03/02/96,Arsenal,Coventry,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996,
239,239,E0,03/02/96,Aston Villa,Leeds,3,0,H,2,0,H,,,,,,,,,,,,S_1995_1996,
240,240,E0,03/02/96,Blackburn,Bolton,3,1,H,1,1,D,,,,,,,,,,,,S_1995_1996,
